,Tenure Months,Monthly Charges,Total Charges,Churn Score,CLTV,Dependents_Yes,Multiple Lines_Yes,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Contract_One year,Paperless Billing_Yes,Internet Service_No,Streaming Movies_No internet service,Streaming Movies_Yes,Payment Method_Electronic check,Payment Method_Mailed check,predicciones,reales
235,13,81.15,952.3,79,4806,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
236,4,84.6,360.1,83,2467,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
237,6,79.05,434.5,99,3263,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
238,3,74.4,215.8,97,2054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
239,35,99.05,3395.8,82,2074,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
240,2,44.95,85.15,84,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
241,1,44.7,44.7,74,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,1,45.7,45.7,72,3571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
243,8,100.3,832.35,74,5084,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
244,7,19.25,112.3,82,4489,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1
245,2,96.0,174.8,83,3391,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
246,1,90.55,90.55,72,2627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
247,44,30.35,1359.7,96,4829,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
248,71,108.05,7532.15,81,5200,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
249,1,69.9,69.9,84,5367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
250,62,103.75,6383.35,91,5052,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
251,1,86.6,86.6,93,5228,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
252,33,80.6,2656.5,72,3601,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
253,35,85.3,2917.5,88,2455,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
254,34,70.0,2416.1,93,2318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
255,4,94.3,424.45,99,5419,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
256,7,95.35,660.9,92,3077,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
257,27,75.5,1893.95,65,2377,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
258,18,90.1,1612.75,80,4260,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1
259,2,68.95,119.75,84,5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
260,32,99.55,3204.65,71,5026,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
261,18,57.45,990.85,84,2989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
262,12,53.65,696.35,78,2595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
263,8,100.6,819.4,90,5906,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
264,26,83.75,2070.6,84,2404,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
265,3,88.3,273.75,68,4486,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
266,8,92.1,729.95,81,5662,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
267,38,79.45,3013.05,85,2405,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
268,14,90.45,1266.1,96,4777,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
269,32,69.75,2347.9,96,2356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
270,1,19.65,19.65,99,5881,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
271,12,43.65,526.95,74,2437,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1
272,5,39.5,210.75,93,2863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
273,40,97.1,3706.95,67,3099,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
274,5,80.0,412.5,97,3937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
275,10,84.7,832.05,69,5686,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
276,2,89.55,185.55,73,3851,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
277,23,90.6,1943.2,82,4359,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
278,23,90.05,2169.8,67,4650,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
279,49,99.05,4853.75,100,5157,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
280,2,69.75,144.55,68,5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
281,2,49.05,91.1,98,2960,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
282,7,98.05,713.0,86,2561,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
283,41,114.5,4527.45,80,3038,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
284,2,80.95,171.15,65,3533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
285,13,74.3,940.35,97,2995,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
286,11,89.7,1047.7,89,2202,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
287,17,100.45,1622.45,87,5508,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
288,25,90.4,2178.6,100,5801,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
289,3,56.15,168.15,83,2539,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
290,4,94.4,387.2,74,4249,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
291,37,78.95,2839.65,97,3982,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
292,19,44.85,893.55,72,5182,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
293,39,105.65,4284.8,96,4687,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
294,7,74.65,544.55,75,3331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
295,14,64.7,941.0,86,4049,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
296,11,104.05,1133.65,82,4553,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
297,1,35.55,35.55,71,3958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
298,2,95.15,196.9,82,2414,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
299,13,96.65,1162.85,75,5295,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
300,3,80.4,224.05,89,3834,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
301,1,31.35,31.35,85,3605,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
302,12,89.75,1052.4,97,5671,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
303,60,94.4,5610.25,99,4990,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
304,1,19.85,19.85,66,3874,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1
305,6,109.9,669.45,69,5750,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
306,15,101.35,1553.95,99,3025,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
307,21,60.05,1236.15,70,4716,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
308,1,60.15,60.15,91,4611,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
309,7,90.45,593.45,98,5356,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
310,53,94.25,4867.95,96,5414,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
311,1,74.9,74.9,84,2548,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
312,1,80.25,80.25,69,2502,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
313,17,69.0,1149.65,77,3368,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
314,11,66.35,740.8,91,2860,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1
315,19,86.0,1532.45,98,4857,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
316,3,80.3,250.05,72,3212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
317,24,90.55,2282.55,67,5927,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
318,2,75.9,143.35,86,2101,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
319,1,45.85,45.85,73,3706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
320,16,49.95,810.2,78,4840,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
321,34,78.3,2564.3,77,2777,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
322,3,76.95,228.4,92,4428,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
323,16,96.15,1529.2,96,5913,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
324,1,45.3,45.3,66,4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
325,15,19.4,289.3,87,5379,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
326,11,90.15,987.95,66,5250,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
327,1,45.05,45.05,98,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
328,1,75.8,75.8,70,3940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
329,7,79.3,523.15,69,3830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
330,2,30.9,59.05,98,2860,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
331,46,95.25,4424.2,90,3180,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
332,68,89.6,6127.6,69,5651,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
333,59,110.15,6448.05,97,4601,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
334,7,89.5,676.7,89,3077,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
335,8,75.0,632.95,80,2587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
336,6,44.75,270.95,78,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
337,11,44.05,483.7,84,3200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
338,15,85.6,1345.55,83,4981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
339,70,115.55,8127.6,87,4838,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
340,16,86.6,1281.0,81,2508,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
341,18,85.2,1553.9,77,3326,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
342,34,97.65,3207.55,87,3979,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
343,47,109.55,5124.55,90,5863,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
344,39,89.55,3474.45,65,3849,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
345,1,19.45,19.45,78,5687,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1
346,4,20.35,76.35,81,4133,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
347,1,69.25,69.25,75,4371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
348,59,99.5,5961.1,76,6098,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
349,1,25.2,25.2,67,5688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
350,2,45.0,96.45,93,5704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
351,1,20.15,20.15,70,4103,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
352,66,105.0,7133.25,96,5723,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
353,3,54.7,169.45,66,3335,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
354,14,87.25,1258.6,78,4786,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1
355,10,79.95,857.2,68,5640,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
356,18,88.35,1639.3,96,5727,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
357,9,94.75,889.9,83,2893,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
358,13,95.05,1290.0,97,2230,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
359,4,78.45,330.05,67,5048,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
360,4,70.2,237.95,92,5094,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
361,59,41.05,2452.7,70,4324,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
362,10,85.6,813.85,70,5146,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
363,1,79.2,79.2,76,4363,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
364,5,70.0,347.4,77,2673,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1
365,1,49.95,49.95,71,2041,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
366,22,69.25,1554.0,85,2159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
367,34,94.25,3217.55,88,3369,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1
368,41,73.0,3001.2,86,2041,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
369,64,100.05,6254.2,69,5452,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
370,4,99.8,442.85,89,2268,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
371,18,35.0,553.0,76,2649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
372,1,76.0,76.0,72,2567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
373,2,93.85,170.85,72,4193,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
374,15,84.3,1308.4,86,4003,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
375,9,84.4,732.5,83,5745,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
376,15,101.1,1504.05,97,2055,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
377,1,50.45,50.45,68,2928,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
378,12,99.95,1132.75,80,5598,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
379,2,91.4,193.6,80,5100,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
380,5,75.55,349.65,97,4028,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
381,4,80.8,332.45,72,5436,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
382,16,100.0,1534.75,68,3794,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
383,1,20.55,20.55,87,5636,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1
384,5,85.3,424.15,81,2264,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
385,4,70.4,281.0,88,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
386,37,98.8,3475.55,82,3066,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
387,13,74.4,896.75,89,3687,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
388,24,98.75,2407.3,85,4016,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
389,61,106.0,6547.7,92,4334,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
390,41,104.7,4346.4,84,3316,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
391,22,96.7,2082.95,93,4458,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
392,2,55.05,102.75,81,5855,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
393,19,88.2,1775.8,69,5683,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
394,8,19.75,145.0,89,2247,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1
395,15,75.65,1146.65,96,2099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
396,1,74.7,74.7,88,3348,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
397,17,76.65,1313.55,87,3182,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
398,1,25.8,25.8,97,3884,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
399,2,42.6,72.4,79,4648,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
400,29,68.85,1970.5,79,5449,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
401,2,90.0,190.05,99,3902,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
402,14,75.35,1025.95,71,4995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
403,8,100.85,819.55,97,3849,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
404,5,69.95,330.15,81,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
405,63,107.5,6873.75,96,6144,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
406,1,45.85,45.85,94,5930,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
407,53,106.1,5769.75,94,4471,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
408,1,91.7,91.7,71,4319,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
409,16,95.6,1555.65,96,5915,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
410,1,74.95,74.95,82,2591,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
411,10,95.35,898.35,75,5353,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
412,3,45.0,127.1,77,4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
413,66,99.5,6710.5,73,4001,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
414,17,98.6,1704.95,91,5160,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
415,7,59.5,415.95,91,4661,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1
416,12,80.45,950.2,69,5374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
417,42,77.95,3384.0,82,5396,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
418,2,74.7,165.4,81,2803,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
419,1,88.8,88.8,91,3106,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
420,30,90.25,2755.35,84,5654,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
421,15,64.65,994.55,89,4780,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
422,13,89.05,1169.35,82,3861,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
423,67,87.4,5918.8,65,4421,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
424,23,94.75,2293.6,95,2740,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
425,35,86.45,3029.1,68,5874,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
426,56,98.25,5508.35,97,4886,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
427,9,75.75,655.9,96,5105,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
428,17,85.35,1463.45,70,3209,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
429,48,106.1,5082.8,69,5898,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
430,17,45.05,770.6,65,3797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
431,34,109.8,3587.25,78,3410,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
432,42,84.65,3541.35,76,4871,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
433,11,79.5,868.5,68,3469,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
434,1,85.8,85.8,99,2850,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
435,1,79.1,79.1,84,5001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
436,3,44.3,134.5,88,4903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
437,50,105.95,5341.8,79,5536,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
438,5,69.75,324.6,99,3965,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
439,51,94.65,4812.75,100,4747,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
440,46,96.05,4399.5,77,2712,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
441,1,50.15,50.15,98,3438,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
442,41,113.6,4594.95,96,4963,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
443,29,78.9,2384.15,90,3249,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
444,26,60.05,1616.15,71,2039,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
445,1,34.7,34.7,81,4476,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
446,3,85.3,264.8,67,4934,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
447,66,102.45,6615.15,82,4688,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
448,21,104.4,2200.25,67,5570,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
449,1,99.75,99.75,93,4214,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
450,4,74.4,299.7,69,3633,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
451,9,74.25,639.65,76,5393,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
452,1,59.85,59.85,71,4017,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
453,1,69.6,69.6,96,3438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
454,9,45.4,418.8,81,5028,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
455,1,19.5,19.5,77,5211,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
456,1,69.9,69.9,88,3349,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
457,2,87.15,183.75,72,4149,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
458,3,84.75,264.85,100,2014,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
459,14,89.95,1178.4,97,5463,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
460,41,113.2,4689.5,89,3380,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
461,13,90.5,1201.15,76,5394,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
462,2,79.0,143.65,92,5239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
463,18,20.15,390.85,85,4931,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
464,1,71.65,71.65,93,2377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
465,4,20.35,77.5,76,5984,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
466,38,84.25,3264.5,70,2885,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
467,12,78.1,947.3,89,4741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
468,19,89.65,1761.05,74,3046,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
469,10,98.7,973.25,68,5561,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
470,1,76.35,76.35,67,5613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
471,23,79.15,1676.95,68,5216,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
472,32,85.0,2642.05,94,4584,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
473,32,85.3,2661.1,75,2712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
